date,day_of_week,is_weekend,month,time_index,sales
10/26/2025,Sunday,1,10,664,2040
10/27/2025,Monday,0,10,665,1623
10/28/2025,Tuesday,0,10,666,1587
10/29/2025,Wednesday,0,10,667,1763
10/30/2025,Thursday,0,10,668,1348
10/31/2025,Friday,0,10,669,1723
11/1/2025,Saturday,1,11,670,2309
11/2/2025,Sunday,1,11,671,1978
11/3/2025,Monday,0,11,672,1651
11/4/2025,Tuesday,0,11,673,1649
11/5/2025,Wednesday,0,11,674,1546
11/6/2025,Thursday,0,11,675,1609
11/7/2025,Friday,0,11,676,1576
11/8/2025,Saturday,1,11,677,2363
11/9/2025,Sunday,1,11,678,2282
11/10/2025,Monday,0,11,679,1816
11/11/2025,Tuesday,0,11,680,1762
11/12/2025,Wednesday,0,11,681,1577
11/13/2025,Thursday,0,11,682,1638
11/14/2025,Friday,0,11,683,1740
11/15/2025,Saturday,1,11,684,2069
11/16/2025,Sunday,1,11,685,2263
11/17/2025,Monday,0,11,686,1668
11/18/2025,Tuesday,0,11,687,1656
11/19/2025,Wednesday,0,11,688,1765
11/20/2025,Thursday,0,11,689,1738
11/21/2025,Friday,0,11,690,1658
11/22/2025,Saturday,1,11,691,2311
11/23/2025,Sunday,1,11,692,2087
11/24/2025,Monday,0,11,693,1758
11/25/2025,Tuesday,0,11,694,1756
11/26/2025,Wednesday,0,11,695,1666
11/27/2025,Thursday,0,11,696,1730
11/28/2025,Friday,0,11,697,1573
11/29/2025,Saturday,1,11,698,2291
11/30/2025,Sunday,1,11,699,2181
12/1/2025,Monday,0,12,700,1797
12/2/2025,Tuesday,0,12,701,1955
12/3/2025,Wednesday,0,12,702,1780
12/4/2025,Thursday,0,12,703,1710
12/5/2025,Friday,0,12,704,1696
12/6/2025,Saturday,1,12,705,2413
12/7/2025,Sunday,1,12,706,2224
12/8/2025,Monday,0,12,707,2028
12/9/2025,Tuesday,0,12,708,1645
12/10/2025,Wednesday,0,12,709,2024
12/11/2025,Thursday,0,12,710,1876
12/12/2025,Friday,0,12,711,1845
12/13/2025,Saturday,1,12,712,2301
12/14/2025,Sunday,1,12,713,2396
12/15/2025,Monday,0,12,714,1853
12/16/2025,Tuesday,0,12,715,1967
12/17/2025,Wednesday,0,12,716,1869
12/18/2025,Thursday,0,12,717,1873
12/19/2025,Friday,0,12,718,1822
12/20/2025,Saturday,1,12,719,2353
12/21/2025,Sunday,1,12,720,2390
12/22/2025,Monday,0,12,721,1689
12/23/2025,Tuesday,0,12,722,1726
12/24/2025,Wednesday,0,12,723,1935
12/25/2025,Thursday,0,12,724,1879
12/26/2025,Friday,0,12,725,1844
12/27/2025,Saturday,1,12,726,2364
12/28/2025,Sunday,1,12,727,2398
12/29/2025,Monday,0,12,728,1810
12/30/2025,Tuesday,0,12,729,1786
12/31/2025,Wednesday,0,12,730,1884
